Region,Year,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Quepos,2009,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2009,Aleta Tiburon,460,1040,1671,1085,2147,2798,3085,2306,2462,1478,2635,2767,23934
Quepos,2009,Filet,0,0,0,162,0,0,0,0,0,0,0,0,162
Quepos,2009,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2009,Cangrejo,0,0,0,0,0,0,0,0,0,0,15,0,15
Quepos,2009,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Primera Grande,0,0,0,0,0,9,0,0,0,0,0,0,9
Golfito,2009,Primera Pequena,1573,1122,682,297,550,2327,371,1034,1354,109,533,874,10827
Golfito,2009,Clasificado,0,2,0,0,0,375,0,0,159,751,22,495,1804
Golfito,2009,Chatarra,0,52,103,231,0,169,8,100,601,0,1143,344,2751
Golfito,2009,Agria Cola,94,7,11,37,0,101,44,0,95,0,34,182,605
Golfito,2009,Cabrilla,1266,1592,791,881,266,1846,1743,500,849,1907,551,837,13028
Golfito,2009,Pargo,0,0,0,0,0,21,0,0,0,0,0,0,21
Golfito,2009,Pargo Seda,1552,1561,1598,2094,1200,787,884,1304,2582,617,1128,1079,16386
Golfito,2009,Dorado,41934,11322,21988,2595,9760,8758,17580,21856,25126,53358,101677,177147,493101
Golfito,2009,Marlin,0,92,0,240,74,194,0,266,135,0,286,236,1523
Golfito,2009,Marlin Blanco,5343,349,1028,2240,2713,9735,10017,4724,8872,2058,1090,2083,50251
Golfito,2009,Marlin Rosado,2732,781,1772,2372,3971,4009,1369,655,740,1369,4553,6463,30787
Golfito,2009,Pez Vela,1203,478,1137,880,1094,3789,9104,7142,2896,918,1003,1494,31136
Golfito,2009,Pez Espada,1878,2932,14570,9707,3040,16543,21011,37203,12514,14710,3359,44076,181544
Golfito,2009,Wahoo,77,12,352,43,485,162,0,20,0,122,34,415,1722
Golfito,2009,Sardina,0,0,0,0,0,0,0,0,600,1090,1095,580,3365
Golfito,2009,Atun,5794,5407,42942,18789,8565,14756,20298,19290,41834,51547,3704,48857,281783
Golfito,2009,Ballyhoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Cazon,23494,13274,4886,10873,4722,13056,13141,9869,8580,13295,22079,24665,161935
Golfito,2009,Posta,4795,1229,1867,3013,3372,3583,3754,6335,6776,7338,4009,6071,52143
Golfito,2009,Maco,0,0,33,25,0,55,0,0,0,0,0,58,171
Golfito,2009,Treacher,1232,625,192,1643,1406,6081,7744,5683,5666,4888,1231,1578,37969
Golfito,2009,Camaron Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Camaron Titi,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Langosta Pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Calamar,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Bivalvos,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Aleta Tiburon,1651,1513,178,486,515,956,518,155,821,1142,1847,1611,11393
Golfito,2009,Filet,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2009,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Primera Grande,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Primera Pequena,905,325,1216,0,910,1215,1258,795,0,519,109,0,7251
Mar Caribe,2009,Clasificado,2353,3446,7744,4511,9241,8634,7716,6023,5956,6669,6007,1531,69831
Mar Caribe,2009,Chatarra,595,1281,280,656,308,161,1234,802,535,596,6335,2513,15297
Mar Caribe,2009,Agria Cola,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Cabrilla,83,62,27,39,6,0,45,0,27,0,25,10,323
Mar Caribe,2009,Pargo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Pargo Seda,16109,15453,6210,6091,8878,8054,16007,13286,15513,14556,15645,15701,151503
Mar Caribe,2009,Dorado,17,41,890,437,197,170,25,1552,604,0,23,368,4322
Mar Caribe,2009,Marlin,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Marlin Blanco,367,1696,2104,793,807,1487,45,1434,1494,670,1463,933,13293
Mar Caribe,2009,Marlin Rosado,0,0,0,0,0,0,0,0,130,23,0,0,153
Mar Caribe,2009,Pez Vela,0,0,45,0,371,642,0,136,470,0,29,55,1747
Mar Caribe,2009,Pez Espada,643,1021,618,692,1062,283,0,1565,976,188,409,496,7951
Mar Caribe,2009,Wahoo,149,106,45,4,0,0,0,0,0,0,0,0,305
Mar Caribe,2009,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Atun,5319,1105,713,539,763,300,135,1069,1403,346,195,747,12633
Mar Caribe,2009,Ballyhoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Cazon,561,2067,4212,3898,4226,12,959,5119,3888,2265,1007,2789,31004
Mar Caribe,2009,Posta,1931,4789,7978,1469,1040,1998,89,1578,2207,270,2775,2083,28205
Mar Caribe,2009,Maco,63,479,190,0,173,96,0,399,37,52,160,278,1926
Mar Caribe,2009,Treacher,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Rosado,1830,300,880,0,0,369,113,214,122,1029,124,0,4981
Mar Caribe,2009,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Camaron Titi,600,1050,1202,15340,12084,13132,6561,7057,6227,7319,4532,12,75115
Mar Caribe,2009,Langosta Pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Langosta Caribe,7443,3470,1842,1003,74,57,386,806,854,657,803,4401,21796
Mar Caribe,2009,Calamar,0,0,0,0,27,0,19,0,0,0,0,0,46
Mar Caribe,2009,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Bivalvos,0,5,6,0,5,0,0,0,8,24,0,9,55
Mar Caribe,2009,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Aleta Tiburon,103,574,372,120,473,167,72,370,451,179,238,396,3514
Mar Caribe,2009,Filet,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2009,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Primera Grande,0,0,0,327,0,0,0,0,0,0,0,0,327
Guanacaste,2008,Primera Pequena,6895,9413,6906,8836,10388,10153,9564,8383,9368,6988,9915,8581,105389
Guanacaste,2008,Clasificado,1852,3421,5479,3450,2611,3315,6077,6137,10499,10360,5976,4775,63950
Guanacaste,2008,Chatarra,5344,13521,8973,5935,6157,4774,8562,11744,7640,6533,8599,10056,97838
Guanacaste,2008,Agria Cola,181,116,322,103,213,311,350,427,446,285,399,175,3329
Guanacaste,2008,Cabrilla,1332,981,2771,3837,1031,3166,9458,4252,6559,4946,4080,1653,44066
Guanacaste,2008,Pargo,0,57,1055,1134,64,5,7,950,0,152,86,0,3507
Guanacaste,2008,Pargo Seda,3542,4974,5568,3388,5769,6809,8855,4440,5054,3604,6952,8465,67421
Guanacaste,2008,Dorado,173294,203185,106865,171164,128807,54088,64010,90371,114404,211446,215106,207268,1740006
Guanacaste,2008,Marlin,152,1212,2554,1388,502,699,131,150,313,432,79,675,8287
Guanacaste,2008,Marlin Blanco,8381,6357,5106,4710,14188,8753,12509,9748,8378,8280,5944,10009,102362
Guanacaste,2008,Marlin Rosado,14581,10475,13602,11978,9525,6083,6274,3451,7421,6719,6886,5953,102947
Guanacaste,2008,Pez Vela,10414,16115,10982,8552,10393,4491,2723,6161,8251,8270,6934,2455,95742
Guanacaste,2008,Pez Espada,2606,6880,8162,22551,27148,34698,23287,28481,10745,10826,7291,10046,192722
Guanacaste,2008,Wahoo,461,283,3263,412,503,124,169,52,412,140,77,164,6061
Guanacaste,2008,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Atun,5824,16926,64422,44762,31758,65566,35075,45778,19434,15886,12836,21356,379623
Guanacaste,2008,Ballyhoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Cazon,16909,33035,27178,46496,43973,34243,85134,84648,90109,58724,47141,24504,592095
Guanacaste,2008,Posta,22459,36607,33689,29480,29620,80042,42353,39390,51963,21781,13729,30957,432070
Guanacaste,2008,Maco,0,1135,237,170,88,59400,10470,5940,23251,19293,986,11083,132051
Guanacaste,2008,Treacher,5993,10286,32514,4916,10613,4288,7502,5599,11819,8602,1440,2873,106445
Guanacaste,2008,Camaron Blanco,0,0,0,245,4,0,0,0,0,0,0,0,249
Guanacaste,2008,Camaron Cafe,0,680,170,26,113,6,0,0,0,0,137,0,1131
Guanacaste,2008,Camaron Rosado,1594,6306,11472,880,164,140,562,1298,1123,440,500,1221,25700
Guanacaste,2008,Camaron Fidel,689,1543,950,0,701,263,2272,80,1121,1186,600,653,10058
Guanacaste,2008,Camaron Camello,1881,770,0,0,0,0,0,0,0,0,0,0,2652
Guanacaste,2008,Camaron Real,4559,16237,0,8071,11292,13331,15689,5114,15551,20196,14572,11309,135920
Guanacaste,2008,Camaron Titi,0,4,0,181,0,0,0,0,0,0,0,252,437
Guanacaste,2008,Langosta Pacifica,263,187,163,104,138,294,141,355,111,153,405,1211,3526
Guanacaste,2008,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Calamar,0,0,0,0,0,117,0,0,0,481,0,0,598
Guanacaste,2008,Pulpo,1729,2068,2380,1539,2750,4556,3352,5445,1385,4099,4380,3098,36782
Guanacaste,2008,Bivalvos,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Aleta Tiburon,1740,4005,5546,4780,4090,12546,9922,3938,9803,5768,2790,6169,71097
Guanacaste,2008,Filet,0,16,58,67,121,66,89,21,0,60,84,124,706
Guanacaste,2008,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2008,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Primera Grande,13516,10413,14318,20472,6403,21451,23133,12409,14050,8545,34897,7468,187076
Golfo de Nicoya,2008,Primera Pequena,64924,53776,56600,50341,19830,22930,46966,41183,25765,12706,29258,50272,474551
Golfo de Nicoya,2008,Clasificado,63264,64507,34768,34552,36132,18198,33670,23704,18625,12442,27538,38607,406006
Golfo de Nicoya,2008,Chatarra,74004,79625,70068,79797,44639,28289,51256,49606,50755,52054,54383,61764,696240
Golfo de Nicoya,2008,Agria Cola,8504,12507,11869,14182,16592,7364,6922,8772,6937,6569,5482,8464,114162
Golfo de Nicoya,2008,Cabrilla,736,333,1285,1289,1124,2413,3084,3052,344,299,917,446,15320
Golfo de Nicoya,2008,Pargo,745,297,670,910,1497,480,132,223,1680,602,530,1401,9167
Golfo de Nicoya,2008,Pargo Seda,341,1537,113,2188,662,0,0,0,0,0,0,76,4917
Golfo de Nicoya,2008,Dorado,11301,16084,135,4028,2090,267,168,1651,7058,15424,15506,15520,89232
Golfo de Nicoya,2008,Marlin,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Marlin Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Marlin Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Pez Vela,0,245,0,224,0,0,0,0,88,0,0,0,557
Golfo de Nicoya,2008,Pez Espada,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Wahoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Sardina,289636,376651,369496,369339,154872,210467,138981,457926,374272,386888,159278,228573,3516379
Golfo de Nicoya,2008,Atun,61017,42629,19120,24160,10985,5487,70849,27745,51049,33543,11605,57792,415982
Golfo de Nicoya,2008,Ballyhoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Cazon,1135,1198,1693,3346,1007,539,712,640,890,359,242,354,12113
Golfo de Nicoya,2008,Posta,0,0,13,0,0,75,32,0,0,0,20,97,236
Golfo de Nicoya,2008,Maco,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Treacher,0,0,0,154,0,0,0,0,0,84,0,61,300
Golfo de Nicoya,2008,Camaron Blanco,29016,25970,14965,12388,2179,2730,13812,10083,16025,1153,20382,14871,163573
Golfo de Nicoya,2008,Camaron Cafe,61,0,34,58,37,0,2,0,0,14,0,0,207
Golfo de Nicoya,2008,Camaron Rosado,3553,6763,6901,2861,11790,7785,6656,5151,4718,4485,6396,2266,69323
Golfo de Nicoya,2008,Camaron Fidel,5716,4791,17766,6235,11699,9750,15193,7727,11997,9130,10291,4777,115072
Golfo de Nicoya,2008,Camaron Camello,1957,1039,3050,2506,1747,1909,974,650,1227,5003,1541,497,22100
Golfo de Nicoya,2008,Camaron Real,898,0,0,5463,195,5635,4018,732,0,0,4467,4888,26295
Golfo de Nicoya,2008,Camaron Titi,2671,3298,2819,8626,2465,2899,5202,3533,7938,2241,12163,8530,62385
Golfo de Nicoya,2008,Langosta Pacifica,421,341,129,252,494,180,49,346,456,133,108,94,3004
Golfo de Nicoya,2008,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Calamar,107,0,0,0,59,0,0,0,0,0,0,0,165
Golfo de Nicoya,2008,Pulpo,0,21,7,82,192,0,0,152,49,7,0,28,538
Golfo de Nicoya,2008,Bivalvos,1938,2079,2238,2266,2246,2189,2656,2537,2464,2744,2821,2554,28731
Golfo de Nicoya,2008,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Aleta Tiburon,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Filet,0,38,62,38,0,186,0,104,0,16,0,78,521
Golfo de Nicoya,2008,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2008,Cangrejo,424,32,109,96,0,68,10,4,1,10,35,0,789
Golfo de Nicoya,2008,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Primera Grande,559,2148,5242,4711,2488,1585,1215,1196,622,422,554,1349,22092
Quepos,2008,Primera Pequena,15781,21926,18410,20720,17325,17644,17321,14259,8994,5932,12145,12944,183401
Quepos,2008,Clasificado,12424,10176,9683,19558,14848,17312,12748,10689,9480,8062,11099,10354,146433
Quepos,2008,Chatarra,24816,19983,19192,23277,19700,22413,24869,17171,17909,11331,17152,14840,232655
Quepos,2008,Agria Cola,3586,5018,3325,4627,2745,11280,11409,3527,4240,2155,2334,1702,55949
Quepos,2008,Cabrilla,1521,5568,5907,11819,5371,4780,6456,6476,2975,1384,2155,5132,59545
Quepos,2008,Pargo,213,1323,41,1269,339,1033,1546,4223,1554,36,333,752,12663
Quepos,2008,Pargo Seda,2664,4852,2091,2969,2038,1635,1678,14386,4730,5785,4089,11145,58060
Quepos,2008,Dorado,236543,283275,95951,114333,126248,54239,47360,41258,95270,201351,255943,277431,1829202
Quepos,2008,Marlin,340,4211,418,1101,711,932,380,1252,1530,766,268,649,12558
Quepos,2008,Marlin Blanco,19268,5561,7098,4998,17316,23771,36421,30793,12231,7643,7897,6509,179507
Quepos,2008,Marlin Rosado,7307,6376,6656,8062,7110,2686,4306,5377,6541,4756,9039,5765,73980
Quepos,2008,Pez Vela,34938,71562,16816,12226,17053,7634,9480,13524,7953,12362,15568,14522,233637
Quepos,2008,Pez Espada,3514,3149,3704,5311,3908,758,637,1499,2132,1145,1311,974,28042
Quepos,2008,Wahoo,661,289,449,403,691,145,29,17,86,345,287,195,3596
Quepos,2008,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Atun,19572,21933,22428,21519,5865,32105,24507,35832,18321,16055,11342,13938,243417
Quepos,2008,Ballyhoo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Cazon,33703,28841,46277,29451,37607,39321,47125,59405,57413,52285,30632,22063,484122
Quepos,2008,Posta,50029,10419,32375,12524,17657,10917,14838,23878,22564,14844,11982,7373,229399
Quepos,2008,Maco,0,0,0,0,99,43,0,0,43,11,0,19,214
Quepos,2008,Treacher,2873,12821,20875,16514,11003,11510,10811,17843,11486,15624,5701,3503,140564
Quepos,2008,Camaron Blanco,2373,3039,1056,920,1676,1285,1469,513,970,1802,2032,2240,19376
Quepos,2008,Camaron Cafe,665,71,207,74,15,20,0,0,0,0,3,20,1074
Quepos,2008,Camaron Rosado,22706,18797,6583,22277,8966,9345,10635,10727,4591,11421,9868,10317,146232
Quepos,2008,Camaron Fidel,7748,3603,2676,4230,24816,34658,17618,15694,12099,6749,5147,8217,143255
Quepos,2008,Camaron Camello,272,1475,77,153,354,382,24,433,1282,337,0,1468,6256
Quepos,2008,Camaron Real,0,0,0,756,0,0,0,0,0,0,10335,1087,12179
Quepos,2008,Camaron Titi,2527,459,1004,84,2279,1554,945,2170,345,2031,1939,1134,16470
Quepos,2008,Langosta Pacifica,0,0,25,23,0,0,0,0,0,16,0,0,65
Quepos,2008,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Calamar,6,0,0,0,169,188,178,192,0,28,0,104,863
Quepos,2008,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Bivalvos,228,3169,1333,1057,1245,0,0,0,889,1064,1477,1060,11522
Quepos,2008,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Aleta Tiburon,6266,2420,1872,1639,2399,1845,1743,3770,2898,2560,1147,1004,29563
Quepos,2008,Filet,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2008,Cangrejo,14,0,0,38,0,0,0,0,0,0,0,0,52
Quepos,2008,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2008,Primera Grande,8,25,,158,42,487,,4,84,,,,807
Golfito,2008,Primera Pequena,1748,885,324,650,1647,952,730,484,693,348,274,57,8793
Golfito,2008,Clasificado,234,202,,477,81,822,330,18,136,95,432,109,2936
Golfito,2008,Chatarra,609,307,634,440,435,793,1057,566,1106,9,227,54,6237
Golfito,2008,Agria Cola,298,30,190,237,155,866,1194,1065,363,289,520,111,5319
Golfito,2008,Cabrilla,542,217,702,295,224,284,4218,1207,1266,551,1033,279,10818
Golfito,2008,Pargo,,,41,37,,,,,,59,23,,159
Golfito,2008,Pargo Seda,1548,1103,1531,1941,1241,395,65,631,1697,749,202,287,11389
Golfito,2008,Dorado,27725,62287,44917,25891,24067,15793,13257,8161,39008,33969,46823,82283,424181
Golfito,2008,Marlin,,75,179,105,,19,541,293,784,1181,184,,3359
Golfito,2008,Marlin Blanco,1658,868,1174,2300,4187,6412,7655,2682,3774,2728,2440,10366,46244
Golfito,2008,Marlin Rosado,80,1405,736,2487,2620,1299,943,586,2012,3520,1745,3941,21374
Golfito,2008,Pez Vela,1760,7809,3797,3975,2664,699,638,2981,3516,4315,3253,6747,42156
Golfito,2008,Pez Espada,27,102,2461,2726,2990,5044,9438,9423,19261,8898,4692,16009,81072
Golfito,2008,Wahoo,13,,135,45,35,56,33,,59,21,179,116,691
Golfito,2008,Sardina,,,,,,,,,,,,,0
Golfito,2008,Atun,3022,676,16440,11385,22834,28289,21643,39143,32236,14990,12854,18819,222331
Golfito,2008,Ballyhoo,,,,,,,,,,,,,0
Golfito,2008,Cazon,3172,10077,20742,20386,24251,16211,34597,19567,67339,52461,19416,30180,318399
Golfito,2008,Posta,916,11707,21378,14998,10212,4356,17028,10338,27808,16729,6986,10556,153013
Golfito,2008,Maco,,370,,,,37,7919,,3598,,39,389,12351
Golfito,2008,Treacher,163,1038,1345,1939,960,1186,1240,923,4624,8825,4227,2198,28666
Golfito,2008,Camaron Blanco,,,,,,,,,,,,,0
Golfito,2008,Camaron Cafe,,,,,,,,,,,,,0
Golfito,2008,Camaron Rosado,,,,,,,,,,,,,0
Golfito,2008,Camaron Fidel,,,,,,,,,,,,,0
Golfito,2008,Camaron Camello,,,,,,,,,,,,,0
Golfito,2008,Camaron Real,,,,,,,,,,,,,0
Golfito,2008,Camaron Titi,,,,,,,,,,,,,0
Golfito,2008,Langosta Pacifica,,,,,,,,,,,,,0
Golfito,2008,Langosta Caribe,,,,,,,,,,,,,0
Golfito,2008,Calamar,,,,,,,,,,,,,0
Golfito,2008,Pulpo,,,,,,,,,,,,,0
Golfito,2008,Bivalvos,159,,233,,385,,,,,125,543,13,1458
Golfito,2008,Cambute,,,,,,,,,,,,,0
Golfito,2008,Aleta Tiburon,24,925,398,943,2089,800,2921,673,13705,2710,925,593,26705
Golfito,2008,Filet,,,,,,,,,,,,,0
Golfito,2008,Buche,,,,,,,,,,,,,0
Golfito,2008,Cangrejo,,,,,,,,,,,,,0
Golfito,2008,Tortuga,,,,,,,,,,,,,0
Mar Caribe,2008,Primera Grande,,30,,,,,,,5,,,,35
Mar Caribe,2008,Primera Pequena,931,835,470,593,1229,300,469,61,760,1006,651,1401,8706
Mar Caribe,2008,Clasificado,5495,7337,8327,7953,10386,2034,3068,3197,2078,1798,2516,572,54759
Mar Caribe,2008,Chatarra,6551,511,406,343,392,654,496,802,1218,1107,9823,4796,27100
Mar Caribe,2008,Agria Cola,,,,,,,,,,,,,0
Mar Caribe,2008,Cabrilla,7,71,3,16,,1,36,9,35,40,,35,251
Mar Caribe,2008,Pargo,,,,,,,,,,,,,0
Mar Caribe,2008,Pargo Seda,17048,16813,12574,6003,20562,8478,17577,9533,16847,10154,17932,16609,170131
Mar Caribe,2008,Dorado,15,86,39,283,500,359,351,70,63,,,,1765
Mar Caribe,2008,Marlin,,,,,,,,,,,,,0
Mar Caribe,2008,Marlin Blanco,1798,2789,2427,1488,457,504,752,,,815,772,842,12642
Mar Caribe,2008,Marlin Rosado,,184,201,126,,,,,,24,,,535
Mar Caribe,2008,Pez Vela,,26,12,151,22,257,281,,,159,40,20,968
Mar Caribe,2008,Pez Espada,483,1451,668,1087,471,391,1055,496,305,429,318,1646,8797
Mar Caribe,2008,Wahoo,,170,58,31,17,,,,32,12,34,,354
Mar Caribe,2008,Sardina,,,,,,,,,,,,,0
Mar Caribe,2008,Atun,209,2298,622,1290,1364,279,1002,880,1280,1784,540,280,11828
Mar Caribe,2008,Ballyhoo,,,,,,,,,,,,,0
Mar Caribe,2008,Cazon,3309,2794,2323,3924,776,1460,1683,982,229,2229,3704,481,23894
Mar Caribe,2008,Posta,3698,5718,1893,4178,1137,885,619,1906,1120,1016,1512,295,23977
Mar Caribe,2008,Maco,175,449,387,232,,69,22,,,98,50,54,1535
Mar Caribe,2008,Treacher,,,144,,,,,,,,,,144
Mar Caribe,2008,Camaron Blanco,,,,,,,,,,,,,0
Mar Caribe,2008,Camaron Cafe,,,,,,,,,,,,,0
Mar Caribe,2008,Camaron Rosado,1843,1020,830,960,1562,752,1345,527,784,2121,1080,500,13324
Mar Caribe,2008,Camaron Fidel,,,,,,,,,,,,,0
Mar Caribe,2008,Camaron Camello,,,,,,,,,,,,,0
Mar Caribe,2008,Camaron Real,,,,,,,,,,,,,0
Mar Caribe,2008,Camaron Titi,1662,2262,5700,13303,14434,14273,4350,14576,25250,21829,579,,118216
Mar Caribe,2008,Langosta Pacifica,,,,,,,,,,,,,0
Mar Caribe,2008,Langosta Caribe,6816,4631,796,1,7,59,3205,3682,1036,839,720,8122,29913
Mar Caribe,2008,Calamar,,,,,5,,,,,,,,5
Mar Caribe,2008,Pulpo,,,,,,,,,2,11,,,13
Mar Caribe,2008,Bivalvos,,,,,,,,,,,,,0
Mar Caribe,2008,Cambute,9,7,,,,,,,,,,,16
Mar Caribe,2008,Aleta Tiburon,420,791,346,566,135,138,149,17,18,195,197,,2972
Mar Caribe,2008,Filet,,,,,,,,,,,,,0
Mar Caribe,2008,Buche,,,,,,,,,,,,,0
Mar Caribe,2008,Cangrejo,1,,,,8,11,32,11,,19,21,16,119
Mar Caribe,2008,Tortuga,,,,,,,,,,,,,0
Guanacaste,2007,Primera Grande,37,539,61,28,0,0,4,57,0,0,157,317,1200
Guanacaste,2007,Primera Pequena,26046,20969,12522,9124,4412,12324,8580,12662,13605,8872,6013,6688,141817
Guanacaste,2007,Clasificado,6042,6796,10215,5458,5971,7156,12268,3362,2795,5753,5001,6745,77562
Guanacaste,2007,Chatarra,11470,11911,16438,7995,5278,4517,6195,6614,3538,5943,6215,9374,95488
Guanacaste,2007,Agria Cola,266,274,226,81,162,2,43,61,47,331,643,360,2496
Guanacaste,2007,Cabrilla,4043,2163,2628,4682,4804,5443,2634,2683,6099,2969,2610,3312,44070
Guanacaste,2007,Pargo Seda,2827,2747,3430,12236,6109,8481,18479,10982,19764,3772,3453,2183,94463
Guanacaste,2007,Dorado,221375,195378,51222,31213,33132,26694,27462,21440,30893,84848,141254,244236,1109147
Guanacaste,2007,Marlin Blanco,7865,2995,3024,5472,16443,21976,37872,15424,10731,11681,11887,30054,175424
Guanacaste,2007,Marlin Rosado,10102,2772,6176,4735,11281,7554,11383,3420,5074,19358,11313,16914,110082
Guanacaste,2007,Treacher,2274,1532,8181,6607,11491,8952,18206,7937,2899,6130,1858,5783,81850
Guanacaste,2007,Pez Vela,9223,9430,12707,8804,23804,16381,23303,20023,14599,32268,28505,22946,221993
Guanacaste,2007,Pez Espada,9470,7358,7736,8321,18900,9626,13696,3927,3673,9044,6104,8183,106038
Guanacaste,2007,Sardina,0,310,0,0,0,0,0,0,0,0,0,0,310
Guanacaste,2007,Atun,15479,17650,26500,4487,28795,43004,32821,7448,5996,14100,7559,20865,224704
Guanacaste,2007,Cazon,21774,28801,36332,35590,56737,32297,51685,28789,19982,39078,31706,57965,440736
Guanacaste,2007,Posta,44899,6446,11796,13784,31810,56709,65500,3671,27999,24109,24805,148641,460169
Guanacaste,2007,Maco,14,0,0,0,930,978,501,11,296,10,238,616,3594
Guanacaste,2007,Camaron Blanco,465,177,17,118,0,0,0,67,0,0,28,40,912
