Region,Year,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Guanacaste,2002,Pianguas,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2002,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2002,Aleta Tiburon,15435,23102,36636,14475,19459,16350,12729,29369,19766,18242,22434,28317,256314
Guanacaste,2002,Filet,34,157,154,270,98,151,272,144,294,214,445,226,2459
Guanacaste,2002,Buche,0,0,2,0,0,0,0,0,0,0,0,0,2
Guanacaste,2002,Cangrejo,0,0,87,0,0,0,0,0,0,0,0,0,87
Guanacaste,2002,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2002,Primera Grande,6856,13294,15024,25001,20372,20282,18476,28016,"19294,31","25407,8","10921,46",14676,217621
Golfo de Nicoya,2002,Primera Pequena,60076,55524,43503,43359,45418,75382,90689,98533,74913,87669,"63560,23",82012,820638
Golfo de Nicoya,2002,Clasificado,11421,14006,15128,14060,17081,31925,26241,"27966,05","23981,56",40666,"29301,17",36755,288532
Golfo de Nicoya,2002,Chatarra,28318,37096,42616,32237,36187,52116,42051,"53255,06","54290,1",98172,"70614,4",58110,605063
Golfo de Nicoya,2002,Agria Cola,8036,13763,14653,7901,14157,18434,23874,"21344,71",22013,"20324,5","15650,02",12936,193086
Golfo de Nicoya,2002,Cabrilla,382,1200,719,779,965,1034,907,1126,"1547,8","1172,66","59,47",2662,12554
Golfo de Nicoya,2002,Pargo Seda,0,0,9,1398,3188,4064,2368,1432,1068,12,0,200,13739
Golfo de Nicoya,2002,Dorado,15851,6704,2084,6448,527,3849,"178,88","3736,29","1162,4","38217,6","24928,65",37160,140847
Golfo de Nicoya,2002,Marlin Blanco,58,0,0,0,0,0,0,628,0,0,152,616,1454
Golfo de Nicoya,2002,Marlin Rosado,282,0,0,0,1552,0,0,0,0,0,0,136,1970
Golfo de Nicoya,2002,Treacher,0,0,0,0,0,380,0,0,0,0,0,0,380
Golfo de Nicoya,2002,Pez Vela,8192,1921,984,1084,336,4446,0,10588,1320,5016,1572,6508,41967
Golfo de Nicoya,2002,Pez Espada,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2002,Sardina,247240,251847,130242,188,16,299481,360200,462480,443630,554309,456882,534019,3740534
Golfo de Nicoya,2002,Atun,8454,8305,8340,1077,3286,21776,1966,"28606,56","11746,1","43169,5","30993,98",13734,181454
Golfo de Nicoya,2002,Cazon,2155,2262,3662,2198,1623,4839,3116,2382,"3734,11",5423,"3204,47",4517,39116
Golfo de Nicoya,2002,Posta,179,1152,0,78,211,200,58,535,"314,21","228,2","143,31",806,3905
Golfo de Nicoya,2002,Maco,0,0,0,0,0,0,0,0,0,0,0,676,676
Golfo de Nicoya,2002,Camaron Blanco,26997,23960,21279,11132,8340,9316,8688,"10215,8",12616,15969,"13762,1",19047,181322
Golfo de Nicoya,2002,Camaron Cafe,10,0,12,0,0,17,0,"44,5","33,2",26,"1,6",3,147
Golfo de Nicoya,2002,Camaron Rosado,1232,375,1097,3896,3539,8818,2656,1691,"2714,7","2182,3",1172,1931,31304
Golfo de Nicoya,2002,Camaron Fidel,2621,3223,2528,3652,2125,3326,1887,1863,"1353,7","1272,2",234,1087,25172
Golfo de Nicoya,2002,Camaron Camello,3374,8467,13547,2154,3180,6166,605,4147,"3629,2",4057,"891,2",5159,55376
Golfo de Nicoya,2002,Camaron Real,2585,0,0,0,0,0,7094,"8830,7","868,2","7191,6","6153,1",4713,37436
Golfo de Nicoya,2002,Camaron Titi,3627,1074,835,2340,1721,3292,1384,"2137,6",3274,8768,"5192,5",2629,36274
Golfo de Nicoya,2002,Langosta Pacifica,422,288,284,292,160,268,136,540,148,"356,25",284,296,3474
Golfo de Nicoya,2002,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2002,Calamar,1680,0,0,80,0,0,0,788,400,0,0,584,3532
Golfo de Nicoya,2002,Pulpo,0,0,12,156,324,116,8,16,32,64,12,0,740
Golfo de Nicoya,2002,Pianguas,747,1248,998,1104,674,270,269,705,815,1436,846,845,9957
Golfo de Nicoya,2002,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2002,Aleta Tiburon,0,0,0,0,0,100,12,0,0,0,0,0,112
Golfo de Nicoya,2002,Filet,296,760,348,836,344,776,1788,388,596,844,520,388,7884
Golfo de Nicoya,2002,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2002,Cangrejo,0,325,37,10,4,12,248,1036,400,516,60,144,2792
Golfo de Nicoya,2002,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2002,Primera Grande,990,1723,1093,1446,1940,960,1465,840,1602,885,547,537,14028
Quepos,2002,Primera Pequena,35221,34659,31396,30939,32952,29456,30158,30190,28696,30599,25229,24102,363597
Quepos,2002,Clasificado,16333,13998,15547,20652,19249,20248,15195,13939,10758,11585,5746,9947,173197
Quepos,2002,Chatarra,22177,24528,33217,20419,23022,15294,20307,19196,18334,20168,15626,9996,242284
Quepos,2002,Agria Cola,2988,2671,2298,1717,4550,1515,2283,2734,2350,1025,1714,2266,28111
Quepos,2002,Cabrilla,1612,1267,1803,3907,3906,3147,1336,336,641,1133,1272,1420,21780
Quepos,2002,Pargo Seda,2920,3441,3298,1586,1726,1680,2555,2990,878,1074,0,430,22578
Quepos,2002,Dorado,182978,147253,86471,106087,122943,89352,68144,59909,65315,174546,183984,235406,1522388
Quepos,2002,Marlin Blanco,1984,2687,3183,4857,19060,12785,16779,24987,9481,21534,10160,7614,135111
Quepos,2002,Marlin Rosado,2019,778,1381,1579,3236,1116,2318,2713,2409,2956,2714,1344,24563
Quepos,2002,Treacher,839,807,2696,2443,3882,3777,7296,8006,2073,1407,1154,3715,38095
Quepos,2002,Pez Vela,48950,62213,52753,67468,76235,55943,69071,88958,50915,22539,39100,86817,720962
Quepos,2002,Pez Espada,147,4237,3779,2148,1868,10002,432,9060,1200,362,2672,1348,37255
Quepos,2002,Sardina,0,219373,125465,37339,45750,0,0,0,0,0,0,0,427927
Quepos,2002,Atun,13844,13630,8714,19756,20841,16555,54772,43151,59597,39835,21940,18718,331353
Quepos,2002,Cazon,9035,13404,14200,8528,11818,10187,14755,18800,19040,34294,19378,14744,188183
Quepos,2002,Posta,645,2573,3370,2004,2612,1821,1976,4430,5054,8297,6085,2746,41613
Quepos,2002,Maco,0,97,107,0,0,0,0,0,0,0,0,0,204
Quepos,2002,Camaron Blanco,7829,9336,6398,1751,2590,2903,1951,1954,2024,2486,3413,2370,45005
Quepos,2002,Camaron Cafe,0,22,48,0,236,0,0,22,7,55,15,0,405
Quepos,2002,Camaron Rosado,3902,4775,7160,13536,14272,15101,16018,14415,13201,8467,4715,4712,120274
Quepos,2002,Camaron Fidel,8222,12811,9512,11662,5152,6165,4499,10651,5050,5400,4833,2389,86346
Quepos,2002,Camaron Camello,2000,869,1331,14745,202,2640,10372,10828,10689,536,1041,2844,58097
Quepos,2002,Camaron Real,195,0,0,0,0,0,1049,0,2541,0,0,1152,4937
Quepos,2002,Camaron Titi,2636,834,1038,349,1610,2349,1499,1536,2415,5804,3623,370,24063
Quepos,2002,Langosta Pacifica,1,0,0,72,87,144,108,0,0,2,0,0,414
Quepos,2002,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2002,Calamar,370,1033,2409,822,98,579,0,38,426,603,250,0,6628
Quepos,2002,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2002,Pianguas,0,0,0,0,0,411,629,1382,824,1386,1152,1229,7013
Quepos,2002,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2002,Aleta Tiburon,51,97,410,77,204,134,56,303,521,467,566,383,3269
Quepos,2002,Filet,278,10,0,0,2,0,0,0,0,158,0,0,448
Quepos,2002,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2002,Cangrejo,0,0,22,0,0,8,0,0,0,0,0,0,30
Quepos,2002,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Primera Grande,596,199,349,210,22,54,0,58,0,0,0,0,1488
Golfito,2002,Primera Pequena,5224,3724,2432,1529,1612,3283,0,5002,542,2220,1920,1375,28863
Golfito,2002,Clasificado,342,378,222,1857,945,475,0,0,1057,2046,2562,2494,12378
Golfito,2002,Chatarra,357,100,253,228,24,236,0,0,209,0,12,65,1484
Golfito,2002,Agria Cola,83,0,21,20,0,0,0,0,0,0,0,0,124
Golfito,2002,Cabrilla,777,332,448,1097,944,882,65,691,168,672,1352,690,8118
Golfito,2002,Pargo Seda,233,31,23,112,75,472,0,0,574,112,0,7,1639
Golfito,2002,Dorado,144625,103181,98263,102636,106516,108594,71215,73748,49112,52586,287544,272377,1470397
Golfito,2002,Marlin Blanco,990,3850,1354,3011,5106,9962,11705,12339,9689,5534,4614,5203,73357
Golfito,2002,Marlin Rosado,1262,1566,1244,1195,650,890,2336,1051,1035,763,1697,1431,15120
Golfito,2002,Treacher,57,255,47,440,70,1021,904,1071,422,278,147,242,4954
Golfito,2002,Pez Vela,7893,21183,16963,11668,9833,15349,18905,15559,17588,5516,3244,13280,156981
Golfito,2002,Pez Espada,166,306,74,1367,0,4665,17117,2130,1592,166,158,1106,28847
Golfito,2002,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Atun,2543,7225,2550,9395,3501,17991,28747,16704,21590,5542,7738,10332,133858
Golfito,2002,Cazon,1878,10743,11815,4433,4500,21221,14310,13658,14021,1468,23525,21103,142675
Golfito,2002,Posta,248,2699,2940,2197,1719,3922,3760,7487,6718,393,12668,8196,52947
Golfito,2002,Maco,0,0,31,72,0,0,0,40,24,0,0,0,167
Golfito,2002,Camaron Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Camaron Titi,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Langosta Pacifica,15,0,15,0,0,0,0,0,0,0,0,0,30
Golfito,2002,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Calamar,0,67,0,0,446,0,0,0,40,308,0,286,1147
Golfito,2002,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Pianguas,0,0,0,0,0,0,0,0,125,0,272,222,619
Golfito,2002,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Aleta Tiburon,31,206,544,277,188,858,572,136,52,51,968,866,4749
Golfito,2002,Filet,0,0,0,0,0,0,0,0,53,0,0,0,53
Golfito,2002,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2002,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Primera Grande,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Primera Pequena,12252,15505,15352,15390,14793,14640,8456,7505,17258,12161,11466,11526,156304
Mar Caribe,2002,Clasificado,5401,11058,34969,22943,22956,16514,4533,15670,16212,19040,10207,16346,195849
Mar Caribe,2002,Chatarra,25279,5331,3479,2853,3125,3362,1818,1639,1842,3335,15795,6452,74310
Mar Caribe,2002,Agria Cola,0,0,0,0,8,0,0,0,0,0,0,0,8
Mar Caribe,2002,Cabrilla,34,168,80,217,63,172,0,0,32,32,0,0,798
Mar Caribe,2002,Pargo Seda,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Dorado,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Marlin Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Marlin Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Treacher,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Pez Vela,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Pez Espada,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Atun,33,405,359,836,122,18,31,86,19,120,25,40,2094
Mar Caribe,2002,Cazon,3538,4430,4171,2844,4449,7416,1189,2628,2221,2886,2142,846,38760
Mar Caribe,2002,Posta,499,2832,3171,1184,891,1462,210,484,550,1236,758,537,13814
Mar Caribe,2002,Maco,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Camaron Blanco,0,0,0,656,715,287,154,166,322,212,130,444,3086
Mar Caribe,2002,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Camaron Rosado,693,38,0,415,432,362,166,170,719,365,0,0,3360
Mar Caribe,2002,Camaron Fidel,0,79,0,0,0,0,0,0,0,0,0,0,79
Mar Caribe,2002,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Camaron Titi,2749,3625,4388,5229,16273,7305,1169,1163,16826,8200,3028,5808,75763
Mar Caribe,2002,Langosta Pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Langosta Caribe,8878,13047,2379,131,75,154,11720,9606,958,1649,1916,6944,57457
Mar Caribe,2002,Calamar,0,0,0,0,0,0,0,0,0,0,2,0,2
Mar Caribe,2002,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Pianguas,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Aleta Tiburon,12,93,147,61,49,108,0,30,79,78,3,6,666
Mar Caribe,2002,Filet,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,2002,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2001,Primera Grande,5,46,3,20,0,0,7,0,0,0,8,20,109
Guanacaste,2001,Primera Pequena,11034,12145,11558,10152,8709,14383,10676,13646,9706,4072,6321,9090,121492
Guanacaste,2001,Clasificado,9019,6432,7233,5870,4718,7733,10092,6086,6601,6272,7073,9005,86134
Guanacaste,2001,Chatarra,17636,11361,26272,15346,14785,17977,16730,13875,17596,14476,12287,14563,192904
Guanacaste,2001,Agria Cola,82,61,24,1,0,40,64,87,23,66,2,26,476
Guanacaste,2001,Cabrilla,4626,6106,7254,4583,2017,4122,3193,2780,3625,3138,3416,23728,68588
Guanacaste,2001,Pargo Seda,20713,31821,27750,26599,26068,21480,16664,21932,19024,31967,18857,11962,274837
Guanacaste,2001,Dorado,778837,562674,809333,561869,716955,450120,399595,349042,410903,634557,810404,832414,7316703
Guanacaste,2001,Marlin Blanco,10548,14447,11665,28831,41429,48749,55970,64701,61460,36932,21308,21094,417134
Guanacaste,2001,Marlin Rosado,9409,6099,5927,15279,36596,15108,15172,27757,22637,31626,15993,17085,218688
Guanacaste,2001,Treacher,1881,652,3897,794,2341,2368,3830,3607,2644,1874,598,2021,26507
Guanacaste,2001,Pez Vela,27470,33283,34510,52200,112314,43330,67300,52638,44928,36383,34764,46922,586042
Guanacaste,2001,Pez Espada,34950,34079,37933,34298,16665,31468,85864,121647,50560,67444,45847,60053,620808
Guanacaste,2001,Sardina,51,66,0,0,0,30,0,21,0,11,38,4,221
Guanacaste,2001,Atun,48850,68839,41608,48021,70179,99032,101185,97530,60407,90676,32489,46310,805126
Guanacaste,2001,Cazon,101953,96369,63136,31123,98863,36758,51630,50366,52779,59499,32377,55290,730143
Guanacaste,2001,Posta,196678,187958,97482,134050,431368,154807,156804,263436,120078,329139,233055,231217,2536072
Guanacaste,2001,Maco,183,212,63,236,949,207,49,364,379,757,22,66,3487
Guanacaste,2001,Camaron Blanco,268,94,45,44,14,115,83,0,206,250,58,650,1827
Guanacaste,2001,Camaron Cafe,10,29,7,0,0,0,0,0,45,0,0,0,91
Guanacaste,2001,Camaron Rosado,10085,4292,2032,2012,796,4470,3619,1791,3889,1159,1260,3021,38426
Guanacaste,2001,Camaron Fidel,1024,1259,1352,1692,957,779,3147,2045,2417,1322,397,1972,18363
Guanacaste,2001,Camaron Camello,1905,1344,1837,1890,285,0,8065,1063,11538,0,2110,8058,38095
Guanacaste,2001,Camaron Real,4200,0,0,5062,0,0,0,8317,20932,23904,0,11868,74283
Guanacaste,2001,Camaron Titi,0,0,1,0,9,60,25,0,523,310,436,3950,5314
Guanacaste,2001,Langosta Pacifica,606,381,431,430,1020,2300,1635,1268,1580,1104,450,298,11503
Guanacaste,2001,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2001,Calamar,0,0,540,544,799,623,469,352,107,610,517,161,4722
Guanacaste,2001,Pulpo,3931,3067,3974,4045,6176,9645,10408,7547,6694,4862,3534,1749,65632
Guanacaste,2001,Pianguas,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2001,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,2001,Aleta Tiburon,28303,27672,12784,16470,50104,14920,16727,27506,13306,30083,21573,25144,284592
Guanacaste,2001,Filet,82,37,312,101,117,210,488,65,34,21,48,53,1568
Guanacaste,2001,Buche,0,0,0,0,0,95,0,0,0,0,0,0,95
Guanacaste,2001,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,17,17
Guanacaste,2001,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Primera Grande,13044,22292,25123,27901,12154,20172,22269,7664,27036,10476,11544,9152,208827
Golfo de Nicoya,2001,Primera Pequena,84407,73240,82416,97853,52580,68879,73499,34126,74570,30316,53366,51147,776399
Golfo de Nicoya,2001,Clasificado,29527,31224,31844,32183,23435,26221,25903,24882,19666,12911,23077,23274,304147
Golfo de Nicoya,2001,Chatarra,64157,50533,63945,78954,55538,41682,50294,57947,35823,21160,50993,41184,612210
Golfo de Nicoya,2001,Agria Cola,22016,15884,21433,19073,8038,11503,12501,7560,13206,4710,13253,10083,159260
Golfo de Nicoya,2001,Cabrilla,408,635,874,658,181,368,278,834,280,269,109,340,5234
Golfo de Nicoya,2001,Pargo Seda,0,168,0,0,0,892,68,2129,0,0,0,0,3257
Golfo de Nicoya,2001,Dorado,9748,0,14579,2012,16,104,444,148,899,2748,17717,4732,53147
Golfo de Nicoya,2001,Marlin Blanco,19468,0,62,688,901,0,0,0,0,372,0,0,21491
Golfo de Nicoya,2001,Marlin Rosado,0,0,0,176,525,0,0,0,0,0,0,0,701
Golfo de Nicoya,2001,Treacher,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Pez Vela,0,52,562,0,424,308,832,0,228,4164,272,388,7230
Golfo de Nicoya,2001,Pez Espada,0,0,85,1356,0,0,0,0,0,0,0,0,1441
Golfo de Nicoya,2001,Sardina,524,644,228268,104783,110580,164159,261310,164316,410060,217047,375490,63684,2100865
Golfo de Nicoya,2001,Atun,25376,6386,5020,7949,1397,2192,11806,12915,3980,3980,9444,12951,103396
Golfo de Nicoya,2001,Cazon,1640,4149,7830,4260,4098,3728,5723,2977,3296,1360,3192,3486,45739
Golfo de Nicoya,2001,Posta,79,212,171,302,27033,0,1100,141,6,12,17,30,29103
Golfo de Nicoya,2001,Maco,0,0,0,308,612,0,3120,1884,0,0,0,0,5924
Golfo de Nicoya,2001,Camaron Blanco,9867,21111,14973,11609,8041,10323,6914,2795,5868,5228,19038,11776,127543
Golfo de Nicoya,2001,Camaron Cafe,55,136,39,12,0,0,0,35,45,0,5,0,327
Golfo de Nicoya,2001,Camaron Rosado,991,1417,920,969,1211,4718,6700,3013,2806,511,568,870,24694
Golfo de Nicoya,2001,Camaron Fidel,2862,3450,2894,1787,3545,783,2124,947,1075,1060,2000,723,23250
Golfo de Nicoya,2001,Camaron Camello,21263,6809,12777,3095,2839,0,1616,2930,860,6246,6955,2401,67791
Golfo de Nicoya,2001,Camaron Real,5367,0,0,2701,0,0,0,865,11772,5973,0,5588,32266
Golfo de Nicoya,2001,Camaron Titi,404,404,1940,6449,6346,1716,6238,2930,3415,10183,7775,7798,55598
Golfo de Nicoya,2001,Langosta Pacifica,320,244,492,920,272,264,280,480,540,132,416,920,5280
Golfo de Nicoya,2001,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Calamar,168,0,0,0,0,0,0,2208,0,0,0,0,2376
Golfo de Nicoya,2001,Pulpo,100,0,0,0,0,0,0,412,0,8,0,68,588
Golfo de Nicoya,2001,Pianguas,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Aleta Tiburon,0,0,0,0,1961,0,0,0,0,0,0,0,1961
Golfo de Nicoya,2001,Filet,116,0,12,104,324,0,560,0,164,0,836,136,2252
Golfo de Nicoya,2001,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,2001,Cangrejo,8,68,0,55,88,440,1216,1048,0,0,96,14,3033
Golfo de Nicoya,2001,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Primera Grande,486,391,859,2119,1907,239,1636,1199,1817,764,1935,1351,14703
Quepos,2001,Primera Pequena,32323,34374,39830,29685,32746,33925,44622,38352,33756,29208,28137,37817,414775
Quepos,2001,Clasificado,23855,23403,23842,14525,14059,14801,12764,14908,13728,14833,12196,16709,199623
Quepos,2001,Chatarra,23835,21162,25406,17330,27063,25878,24657,28474,21230,24483,19698,32158,291374
Quepos,2001,Agria Cola,1861,3310,6008,1892,3744,8566,7296,4267,5308,4547,2905,2598,52302
Quepos,2001,Cabrilla,3744,2051,2123,1618,962,1944,1682,1368,1070,1400,806,2002,20770
Quepos,2001,Pargo Seda,6310,8265,12391,13605,3608,5335,2434,4298,3099,1757,1458,1483,64043
Quepos,2001,Dorado,410702,182383,164521,143992,154739,87599,93969,89193,46716,101606,268898,290810,2035128
Quepos,2001,Marlin Blanco,4391,3150,3762,4517,9221,13146,14725,29635,23574,15959,3754,4079,129913
Quepos,2001,Marlin Rosado,1717,1950,871,2172,3756,2585,3114,2564,3542,3578,4326,3082,33257
Quepos,2001,Treacher,1445,613,4639,3336,2896,3419,4328,2032,1838,4149,638,1123,30456
Quepos,2001,Pez Vela,51018,61106,43206,39192,64674,32401,83071,23675,22962,24329,30460,49875,525969
Quepos,2001,Pez Espada,3499,336,2357,364,435,180,93,610,967,333,166,0,9340
Quepos,2001,Sardina,45842,0,0,0,0,60310,0,0,0,0,0,0,106152
Quepos,2001,Atun,9064,6415,9441,8900,9386,14425,27291,27208,20407,12318,6800,7509,159164
Quepos,2001,Cazon,10797,12294,5643,9318,11445,12168,16012,19938,14519,14741,13681,9198,149754
Quepos,2001,Posta,4524,2442,867,3091,4533,2595,3708,4464,1974,2347,2528,1748,34821
Quepos,2001,Maco,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Camaron Blanco,4182,3762,2763,1245,3267,2216,1947,2462,2750,2731,2084,3457,32866
Quepos,2001,Camaron Cafe,242,30,29,38,0,0,3,0,10,54,30,20,456
Quepos,2001,Camaron Rosado,7336,8446,8437,13327,9530,19346,17078,21776,18599,17034,12589,11731,165229
Quepos,2001,Camaron Fidel,12209,5975,8111,7161,11512,6404,9708,8793,5681,4916,7708,11253,99431
Quepos,2001,Camaron Camello,5848,1071,3052,2273,6067,4667,7845,5561,859,2759,7532,1293,48827
Quepos,2001,Camaron Real,2082,0,0,0,0,0,0,476,0,3165,0,646,6369
Quepos,2001,Camaron Titi,2728,2094,3094,1709,4564,2355,3115,2128,4735,9895,5454,11652,53523
Quepos,2001,Langosta Pacifica,0,0,0,0,4,16,0,2,0,0,15,0,37
Quepos,2001,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Calamar,0,0,0,118,121,0,165,279,258,328,1048,519,2836
Quepos,2001,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Pianguas,0,59,0,0,0,0,0,0,0,0,0,0,59
Quepos,2001,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Aleta Tiburon,595,199,206,361,240,430,309,375,457,176,11,162,3521
Quepos,2001,Filet,0,0,0,0,32,5,58,5,32,0,0,0,132
Quepos,2001,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,2001,Cangrejo,0,0,0,3,1,0,0,0,0,0,0,7,11
Quepos,2001,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Primera Grande,0,4,691,1864,1520,0,1588,0,0,0,0,0,5667
Golfito,2001,Primera Pequena,3271,1145,1640,2528,1873,2302,940,745,1915,2542,2317,2426,23644
Golfito,2001,Clasificado,1473,2703,2899,1478,724,385,609,409,813,158,279,396,12326
Golfito,2001,Chatarra,142,19,506,615,439,43,525,40,22,161,168,71,2751
Golfito,2001,Agria Cola,0,0,140,0,0,15,0,0,0,0,0,0,155
Golfito,2001,Cabrilla,655,1527,1373,769,552,654,279,490,686,186,255,569,7995
Golfito,2001,Pargo Seda,722,54,9,183,21,841,44,0,366,105,1774,580,4699
Golfito,2001,Dorado,105064,237496,165874,121821,172836,169064,108762,75607,87984,132886,239963,198760,1816117
Golfito,2001,Marlin Blanco,2179,2948,2424,3574,2025,4533,13616,19548,9101,7087,5649,1336,74020
Golfito,2001,Marlin Rosado,529,483,669,1754,2139,1430,2077,2097,1607,3016,3503,1824,21128
Golfito,2001,Treacher,44,87,194,836,83,1229,379,1078,153,1063,53,57,5256
Golfito,2001,Pez Vela,9329,23717,23832,28185,16947,15460,15482,5377,5734,7372,6690,11942,170067
Golfito,2001,Pez Espada,5696,1527,3692,5942,3595,78,88,46,0,79,273,128,21144
Golfito,2001,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Atun,3665,8972,5880,9470,7423,3809,12924,7271,8766,19258,2987,2121,92546
Golfito,2001,Cazon,9951,12077,18517,9658,3095,6597,11830,10552,8076,7950,4855,1746,104904
Golfito,2001,Posta,1419,4342,4042,3506,1468,2767,2467,2696,2676,3173,1729,188,30473
Golfito,2001,Maco,0,0,220,13,30,47,0,0,49,0,29,19,407
Golfito,2001,Camaron Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Camaron Titi,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,2001,Langosta Pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0
